Location_Name,Date,TotalCount,Hour,Day,DayNo
Bridge Street,2023-04-21 23:00:00+00:00,197,23,Friday,5
Elizabeth Street,2023-04-21 22:00:00+00:00,279,22,Friday,5
Bridge Street,2023-04-21 22:00:00+00:00,274,22,Friday,5
Park Street,2023-04-21 22:00:00+00:00,1070,22,Friday,5
Market Street,2023-04-21 22:00:00+00:00,1089,22,Friday,5
Elizabeth Street,2023-04-16 01:00:00+00:00,13,1,Sunday,0
Park Street,2023-04-16 01:00:00+00:00,402,1,Sunday,0
Bridge Street,2023-04-16 01:00:00+00:00,61,1,Sunday,0
Market Street,2023-04-16 01:00:00+00:00,250,1,Sunday,0
Park Street,2023-04-16 00:00:00+00:00,461,0,Sunday,0
Market Street,2023-04-16 00:00:00+00:00,515,0,Sunday,0
Elizabeth Street,2023-04-16 00:00:00+00:00,47,0,Sunday,0
Bridge Street,2023-04-16 00:00:00+00:00,114,0,Sunday,0
Park Street,2023-04-15 23:00:00+00:00,767,23,Saturday,6
Market Street,2023-04-15 23:00:00+00:00,738,23,Saturday,6
Elizabeth Street,2023-04-15 23:00:00+00:00,90,23,Saturday,6
Bridge Street,2023-04-15 23:00:00+00:00,171,23,Saturday,6
Park Street,2023-04-15 22:00:00+00:00,1035,22,Saturday,6
Market Street,2023-04-15 22:00:00+00:00,1054,22,Saturday,6
Elizabeth Street,2023-04-15 22:00:00+00:00,134,22,Saturday,6
Bridge Street,2023-04-15 22:00:00+00:00,217,22,Saturday,6
Bridge Street,2023-04-15 01:00:00+00:00,54,1,Saturday,6
Elizabeth Street,2023-04-15 01:00:00+00:00,25,1,Saturday,6
Market Street,2023-04-15 01:00:00+00:00,202,1,Saturday,6
Park Street,2023-04-15 01:00:00+00:00,311,1,Saturday,6
Park Street,2023-04-15 00:00:00+00:00,404,0,Saturday,6
Market Street,2023-04-15 00:00:00+00:00,275,0,Saturday,6
Elizabeth Street,2023-04-15 00:00:00+00:00,35,0,Saturday,6
Bridge Street,2023-04-15 00:00:00+00:00,97,0,Saturday,6
Park Street,2023-04-14 23:00:00+00:00,706,23,Friday,5
Market Street,2023-04-14 23:00:00+00:00,617,23,Friday,5
Elizabeth Street,2023-04-14 23:00:00+00:00,64,23,Friday,5
Bridge Street,2023-04-14 23:00:00+00:00,178,23,Friday,5
Park Street,2023-04-14 22:00:00+00:00,1016,22,Friday,5
Market Street,2023-04-14 22:00:00+00:00,983,22,Friday,5
Elizabeth Street,2023-04-14 22:00:00+00:00,115,22,Friday,5
Bridge Street,2023-04-14 22:00:00+00:00,297,22,Friday,5
Market Street,2023-04-09 01:00:00+00:00,190,1,Sunday,0
Park Street,2023-04-09 01:00:00+00:00,358,1,Sunday,0
Bridge Street,2023-04-09 01:00:00+00:00,62,1,Sunday,0
Elizabeth Street,2023-04-09 01:00:00+00:00,28,1,Sunday,0
Park Street,2023-04-09 00:00:00+00:00,539,0,Sunday,0
Market Street,2023-04-09 00:00:00+00:00,383,0,Sunday,0
Elizabeth Street,2023-04-09 00:00:00+00:00,32,0,Sunday,0
Bridge Street,2023-04-09 00:00:00+00:00,116,0,Sunday,0
Park Street,2023-04-08 23:00:00+00:00,775,23,Saturday,6
Market Street,2023-04-08 23:00:00+00:00,623,23,Saturday,6
Elizabeth Street,2023-04-08 23:00:00+00:00,69,23,Saturday,6
Bridge Street,2023-04-08 23:00:00+00:00,148,23,Saturday,6
Park Street,2023-04-08 22:00:00+00:00,1027,22,Saturday,6
Market Street,2023-04-08 22:00:00+00:00,857,22,Saturday,6
Elizabeth Street,2023-04-08 22:00:00+00:00,85,22,Saturday,6
Bridge Street,2023-04-08 22:00:00+00:00,256,22,Saturday,6
Park Street,2023-04-08 01:00:00+00:00,82,1,Saturday,6
Market Street,2023-04-08 01:00:00+00:00,59,1,Saturday,6
Bridge Street,2023-04-08 01:00:00+00:00,4,1,Saturday,6
Elizabeth Street,2023-04-08 01:00:00+00:00,4,1,Saturday,6
Park Street,2023-04-08 00:00:00+00:00,208,0,Saturday,6
Market Street,2023-04-08 00:00:00+00:00,156,0,Saturday,6
Elizabeth Street,2023-04-08 00:00:00+00:00,16,0,Saturday,6
Bridge Street,2023-04-08 00:00:00+00:00,15,0,Saturday,6
Park Street,2023-04-07 23:00:00+00:00,336,23,Friday,5
Market Street,2023-04-07 23:00:00+00:00,213,23,Friday,5
Elizabeth Street,2023-04-07 23:00:00+00:00,29,23,Friday,5
Bridge Street,2023-04-07 23:00:00+00:00,26,23,Friday,5
Park Street,2023-04-07 22:00:00+00:00,657,22,Friday,5
Market Street,2023-04-07 22:00:00+00:00,446,22,Friday,5
Elizabeth Street,2023-04-07 22:00:00+00:00,33,22,Friday,5
Bridge Street,2023-04-07 22:00:00+00:00,122,22,Friday,5
Elizabeth Street,2023-04-02 01:00:00+00:00,24,1,Sunday,0
Market Street,2023-04-02 01:00:00+00:00,243,1,Sunday,0
Bridge Street,2023-04-02 01:00:00+00:00,67,1,Sunday,0
Park Street,2023-04-02 01:00:00+00:00,372,1,Sunday,0
Market Street,2023-04-02 00:00:00+00:00,433,0,Sunday,0
Bridge Street,2023-04-02 00:00:00+00:00,147,0,Sunday,0
Elizabeth Street,2023-04-02 00:00:00+00:00,26,0,Sunday,0
Park Street,2023-04-02 00:00:00+00:00,473,0,Sunday,0
Park Street,2023-04-01 23:00:00+00:00,682,23,Saturday,6
Market Street,2023-04-01 23:00:00+00:00,728,23,Saturday,6
Elizabeth Street,2023-04-01 23:00:00+00:00,60,23,Saturday,6
Bridge Street,2023-04-01 23:00:00+00:00,239,23,Saturday,6
Elizabeth Street,2023-04-01 22:00:00+00:00,135,22,Saturday,6
Bridge Street,2023-04-01 22:00:00+00:00,277,22,Saturday,6
Park Street,2023-04-01 22:00:00+00:00,1050,22,Saturday,6
Market Street,2023-04-01 22:00:00+00:00,1262,22,Saturday,6
Park Street,2023-04-01 01:00:00+00:00,384,1,Saturday,6
Market Street,2023-04-01 01:00:00+00:00,272,1,Saturday,6
Elizabeth Street,2023-04-01 01:00:00+00:00,31,1,Saturday,6
Bridge Street,2023-04-01 01:00:00+00:00,94,1,Saturday,6
Park Street,2023-04-01 00:00:00+00:00,410,0,Saturday,6
Market Street,2023-04-01 00:00:00+00:00,380,0,Saturday,6
Elizabeth Street,2023-04-01 00:00:00+00:00,50,0,Saturday,6
Bridge Street,2023-04-01 00:00:00+00:00,154,0,Saturday,6
Park Street,2023-03-31 23:00:00+00:00,785,23,Friday,5
Elizabeth Street,2023-03-31 23:00:00+00:00,135,23,Friday,5
Bridge Street,2023-03-31 23:00:00+00:00,237,23,Friday,5
Market Street,2023-03-31 23:00:00+00:00,709,23,Friday,5
Market Street,2023-03-31 22:00:00+00:00,1004,22,Friday,5
Elizabeth Street,2023-03-31 22:00:00+00:00,171,22,Friday,5
Park Street,2023-03-31 22:00:00+00:00,957,22,Friday,5
Bridge Street,2023-03-31 22:00:00+00:00,344,22,Friday,5
Park Street,2023-03-26 01:00:00+00:00,498,1,Sunday,0
Bridge Street,2023-03-26 01:00:00+00:00,105,1,Sunday,0
Elizabeth Street,2023-03-26 01:00:00+00:00,80,1,Sunday,0
Market Street,2023-03-26 01:00:00+00:00,281,1,Sunday,0
Market Street,2023-03-26 00:00:00+00:00,589,0,Sunday,0
Park Street,2023-03-26 00:00:00+00:00,757,0,Sunday,0
Bridge Street,2023-03-26 00:00:00+00:00,185,0,Sunday,0
Elizabeth Street,2023-03-26 00:00:00+00:00,208,0,Sunday,0
Park Street,2023-03-25 23:00:00+00:00,976,23,Saturday,6
Market Street,2023-03-25 23:00:00+00:00,822,23,Saturday,6
Elizabeth Street,2023-03-25 23:00:00+00:00,258,23,Saturday,6
Bridge Street,2023-03-25 23:00:00+00:00,252,23,Saturday,6
Park Street,2023-03-25 22:00:00+00:00,1056,22,Saturday,6
Market Street,2023-03-25 22:00:00+00:00,1071,22,Saturday,6
Elizabeth Street,2023-03-25 22:00:00+00:00,320,22,Saturday,6
Bridge Street,2023-03-25 22:00:00+00:00,326,22,Saturday,6
Bridge Street,2023-03-25 01:00:00+00:00,57,1,Saturday,6
Elizabeth Street,2023-03-25 01:00:00+00:00,72,1,Saturday,6
Market Street,2023-03-25 01:00:00+00:00,248,1,Saturday,6
Park Street,2023-03-25 01:00:00+00:00,381,1,Saturday,6
Park Street,2023-03-25 00:00:00+00:00,449,0,Saturday,6
Market Street,2023-03-25 00:00:00+00:00,345,0,Saturday,6
Elizabeth Street,2023-03-25 00:00:00+00:00,122,0,Saturday,6
Bridge Street,2023-03-25 00:00:00+00:00,170,0,Saturday,6
Park Street,2023-03-24 23:00:00+00:00,735,23,Friday,5
Market Street,2023-03-24 23:00:00+00:00,662,23,Friday,5
Elizabeth Street,2023-03-24 23:00:00+00:00,201,23,Friday,5
Bridge Street,2023-03-24 23:00:00+00:00,321,23,Friday,5
Elizabeth Street,2023-03-24 22:00:00+00:00,213,22,Friday,5
Bridge Street,2023-03-24 22:00:00+00:00,367,22,Friday,5
Park Street,2023-03-24 22:00:00+00:00,883,22,Friday,5
Market Street,2023-03-24 22:00:00+00:00,947,22,Friday,5
Park Street,2023-03-19 01:00:00+00:00,402,1,Sunday,0
Market Street,2023-03-19 01:00:00+00:00,326,1,Sunday,0
Elizabeth Street,2023-03-19 01:00:00+00:00,37,1,Sunday,0
Bridge Street,2023-03-19 01:00:00+00:00,108,1,Sunday,0
Elizabeth Street,2023-03-19 00:00:00+00:00,68,0,Sunday,0
Bridge Street,2023-03-19 00:00:00+00:00,146,0,Sunday,0
Park Street,2023-03-19 00:00:00+00:00,634,0,Sunday,0
Market Street,2023-03-19 00:00:00+00:00,573,0,Sunday,0
Market Street,2023-03-18 23:00:00+00:00,753,23,Saturday,6
Elizabeth Street,2023-03-18 23:00:00+00:00,195,23,Saturday,6
Bridge Street,2023-03-18 23:00:00+00:00,294,23,Saturday,6
Park Street,2023-03-18 23:00:00+00:00,901,23,Saturday,6
Park Street,2023-03-18 22:00:00+00:00,1009,22,Saturday,6
Market Street,2023-03-18 22:00:00+00:00,1350,22,Saturday,6
Elizabeth Street,2023-03-18 22:00:00+00:00,182,22,Saturday,6
Bridge Street,2023-03-18 22:00:00+00:00,319,22,Saturday,6
Park Street,2023-03-18 01:00:00+00:00,434,1,Saturday,6
Market Street,2023-03-18 01:00:00+00:00,279,1,Saturday,6
Elizabeth Street,2023-03-18 01:00:00+00:00,66,1,Saturday,6
Bridge Street,2023-03-18 01:00:00+00:00,86,1,Saturday,6
Elizabeth Street,2023-03-18 00:00:00+00:00,83,0,Saturday,6
Bridge Street,2023-03-18 00:00:00+00:00,131,0,Saturday,6
Market Street,2023-03-18 00:00:00+00:00,473,0,Saturday,6
Park Street,2023-03-18 00:00:00+00:00,418,0,Saturday,6
Park Street,2023-03-17 23:00:00+00:00,831,23,Friday,5
Market Street,2023-03-17 23:00:00+00:00,796,23,Friday,5
Elizabeth Street,2023-03-17 23:00:00+00:00,157,23,Friday,5
Bridge Street,2023-03-17 23:00:00+00:00,314,23,Friday,5
Park Street,2023-03-17 22:00:00+00:00,1111,22,Friday,5
Market Street,2023-03-17 22:00:00+00:00,1167,22,Friday,5
Elizabeth Street,2023-03-17 22:00:00+00:00,166,22,Friday,5
Bridge Street,2023-03-17 22:00:00+00:00,373,22,Friday,5
Elizabeth Street,2023-03-12 01:00:00+00:00,47,1,Sunday,0
Market Street,2023-03-12 01:00:00+00:00,353,1,Sunday,0
Park Street,2023-03-12 01:00:00+00:00,536,1,Sunday,0
Bridge Street,2023-03-12 01:00:00+00:00,80,1,Sunday,0
Park Street,2023-03-12 00:00:00+00:00,808,0,Sunday,0
Market Street,2023-03-12 00:00:00+00:00,495,0,Sunday,0
Elizabeth Street,2023-03-12 00:00:00+00:00,90,0,Sunday,0
Bridge Street,2023-03-12 00:00:00+00:00,162,0,Sunday,0
Park Street,2023-03-11 23:00:00+00:00,1127,23,Saturday,6
Market Street,2023-03-11 23:00:00+00:00,810,23,Saturday,6
Elizabeth Street,2023-03-11 23:00:00+00:00,114,23,Saturday,6
Bridge Street,2023-03-11 23:00:00+00:00,251,23,Saturday,6
Park Street,2023-03-11 22:00:00+00:00,1226,22,Saturday,6
Market Street,2023-03-11 22:00:00+00:00,1152,22,Saturday,6
Elizabeth Street,2023-03-11 22:00:00+00:00,113,22,Saturday,6
Bridge Street,2023-03-11 22:00:00+00:00,386,22,Saturday,6
Elizabeth Street,2023-03-11 01:00:00+00:00,23,1,Saturday,6
Market Street,2023-03-11 01:00:00+00:00,228,1,Saturday,6
Park Street,2023-03-11 01:00:00+00:00,560,1,Saturday,6
Bridge Street,2023-03-11 01:00:00+00:00,119,1,Saturday,6
Park Street,2023-03-11 00:00:00+00:00,618,0,Saturday,6
Market Street,2023-03-11 00:00:00+00:00,533,0,Saturday,6
Elizabeth Street,2023-03-11 00:00:00+00:00,78,0,Saturday,6
Bridge Street,2023-03-11 00:00:00+00:00,170,0,Saturday,6
Market Street,2023-03-10 23:00:00+00:00,762,23,Friday,5
Bridge Street,2023-03-10 23:00:00+00:00,271,23,Friday,5
Elizabeth Street,2023-03-10 23:00:00+00:00,91,23,Friday,5
Park Street,2023-03-10 23:00:00+00:00,1035,23,Friday,5
Park Street,2023-03-10 22:00:00+00:00,1143,22,Friday,5
Market Street,2023-03-10 22:00:00+00:00,1103,22,Friday,5
Elizabeth Street,2023-03-10 22:00:00+00:00,143,22,Friday,5
Bridge Street,2023-03-10 22:00:00+00:00,388,22,Friday,5
Bridge Street,2023-03-05 01:00:00+00:00,78,1,Sunday,0
Elizabeth Street,2023-03-05 01:00:00+00:00,63,1,Sunday,0
Market Street,2023-03-05 01:00:00+00:00,330,1,Sunday,0
Park Street,2023-03-05 01:00:00+00:00,563,1,Sunday,0
Elizabeth Street,2023-03-05 00:00:00+00:00,184,0,Sunday,0
Market Street,2023-03-05 00:00:00+00:00,560,0,Sunday,0
Park Street,2023-03-05 00:00:00+00:00,726,0,Sunday,0
Bridge Street,2023-03-05 00:00:00+00:00,119,0,Sunday,0
Park Street,2023-03-04 23:00:00+00:00,1165,23,Saturday,6
Market Street,2023-03-04 23:00:00+00:00,855,23,Saturday,6
Elizabeth Street,2023-03-04 23:00:00+00:00,166,23,Saturday,6
Bridge Street,2023-03-04 23:00:00+00:00,252,23,Saturday,6
Park Street,2023-03-04 22:00:00+00:00,1282,22,Saturday,6
Market Street,2023-03-04 22:00:00+00:00,1131,22,Saturday,6
Elizabeth Street,2023-03-04 22:00:00+00:00,173,22,Saturday,6
Bridge Street,2023-03-04 22:00:00+00:00,288,22,Saturday,6
Elizabeth Street,2023-03-04 01:00:00+00:00,31,1,Saturday,6
Park Street,2023-03-04 01:00:00+00:00,536,1,Saturday,6
Market Street,2023-03-04 01:00:00+00:00,264,1,Saturday,6
Bridge Street,2023-03-04 01:00:00+00:00,80,1,Saturday,6
Park Street,2023-03-04 00:00:00+00:00,568,0,Saturday,6
Market Street,2023-03-04 00:00:00+00:00,418,0,Saturday,6
Elizabeth Street,2023-03-04 00:00:00+00:00,59,0,Saturday,6
Bridge Street,2023-03-04 00:00:00+00:00,183,0,Saturday,6
Park Street,2023-03-03 23:00:00+00:00,828,23,Friday,5
Market Street,2023-03-03 23:00:00+00:00,661,23,Friday,5
Elizabeth Street,2023-03-03 23:00:00+00:00,99,23,Friday,5
Bridge Street,2023-03-03 23:00:00+00:00,241,23,Friday,5
Elizabeth Street,2023-03-03 22:00:00+00:00,127,22,Friday,5
Bridge Street,2023-03-03 22:00:00+00:00,305,22,Friday,5
Park Street,2023-03-03 22:00:00+00:00,944,22,Friday,5
Market Street,2023-03-03 22:00:00+00:00,889,22,Friday,5
Elizabeth Street,2023-02-26 01:00:00+00:00,266,1,Sunday,0
Bridge Street,2023-02-26 01:00:00+00:00,95,1,Sunday,0
Park Street,2023-02-26 01:00:00+00:00,917,1,Sunday,0
Market Street,2023-02-26 01:00:00+00:00,388,1,Sunday,0
Market Street,2023-02-26 00:00:00+00:00,870,0,Sunday,0
Elizabeth Street,2023-02-26 00:00:00+00:00,301,0,Sunday,0
Bridge Street,2023-02-26 00:00:00+00:00,127,0,Sunday,0
Park Street,2023-02-26 00:00:00+00:00,1267,0,Sunday,0
Park Street,2023-02-25 23:00:00+00:00,2164,23,Saturday,6
Market Street,2023-02-25 23:00:00+00:00,754,23,Saturday,6
Elizabeth Street,2023-02-25 23:00:00+00:00,545,23,Saturday,6
Bridge Street,2023-02-25 23:00:00+00:00,153,23,Saturday,6
Elizabeth Street,2023-02-25 22:00:00+00:00,548,22,Saturday,6
Bridge Street,2023-02-25 22:00:00+00:00,180,22,Saturday,6
Market Street,2023-02-25 22:00:00+00:00,1014,22,Saturday,6
Park Street,2023-02-25 22:00:00+00:00,3124,22,Saturday,6
Park Street,2023-02-25 01:00:00+00:00,405,1,Saturday,6
Bridge Street,2023-02-25 01:00:00+00:00,60,1,Saturday,6
Elizabeth Street,2023-02-25 01:00:00+00:00,65,1,Saturday,6
Market Street,2023-02-25 01:00:00+00:00,168,1,Saturday,6
Bridge Street,2023-02-25 00:00:00+00:00,139,0,Saturday,6
Elizabeth Street,2023-02-25 00:00:00+00:00,122,0,Saturday,6
Market Street,2023-02-25 00:00:00+00:00,341,0,Saturday,6
Park Street,2023-02-25 00:00:00+00:00,585,0,Saturday,6
Market Street,2023-02-24 23:00:00+00:00,588,23,Friday,5
Bridge Street,2023-02-24 23:00:00+00:00,272,23,Friday,5
Park Street,2023-02-24 23:00:00+00:00,960,23,Friday,5
Elizabeth Street,2023-02-24 23:00:00+00:00,205,23,Friday,5
Bridge Street,2023-02-24 22:00:00+00:00,365,22,Friday,5
Elizabeth Street,2023-02-24 22:00:00+00:00,439,22,Friday,5
Market Street,2023-02-24 22:00:00+00:00,1003,22,Friday,5
Park Street,2023-02-24 22:00:00+00:00,1388,22,Friday,5
Elizabeth Street,2023-02-19 01:00:00+00:00,32,1,Sunday,0
Market Street,2023-02-19 01:00:00+00:00,295,1,Sunday,0
Park Street,2023-02-19 01:00:00+00:00,3,1,Sunday,0
Bridge Street,2023-02-19 01:00:00+00:00,75,1,Sunday,0
Bridge Street,2023-02-19 00:00:00+00:00,145,0,Sunday,0
Park Street,2023-02-19 00:00:00+00:00,10,0,Sunday,0
Market Street,2023-02-19 00:00:00+00:00,530,0,Sunday,0
Elizabeth Street,2023-02-19 00:00:00+00:00,64,0,Sunday,0
Park Street,2023-02-18 23:00:00+00:00,9,23,Saturday,6
Elizabeth Street,2023-02-18 23:00:00+00:00,113,23,Saturday,6
Bridge Street,2023-02-18 23:00:00+00:00,192,23,Saturday,6
Market Street,2023-02-18 23:00:00+00:00,825,23,Saturday,6
Park Street,2023-02-18 22:00:00+00:00,27,22,Saturday,6
Market Street,2023-02-18 22:00:00+00:00,1219,22,Saturday,6
Elizabeth Street,2023-02-18 22:00:00+00:00,156,22,Saturday,6
Bridge Street,2023-02-18 22:00:00+00:00,284,22,Saturday,6
Park Street,2023-02-18 01:00:00+00:00,3,1,Saturday,6
Market Street,2023-02-18 01:00:00+00:00,288,1,Saturday,6
Elizabeth Street,2023-02-18 01:00:00+00:00,72,1,Saturday,6
Bridge Street,2023-02-18 01:00:00+00:00,100,1,Saturday,6
Market Street,2023-02-18 00:00:00+00:00,528,0,Saturday,6
Elizabeth Street,2023-02-18 00:00:00+00:00,87,0,Saturday,6
Park Street,2023-02-18 00:00:00+00:00,2,0,Saturday,6
Bridge Street,2023-02-18 00:00:00+00:00,138,0,Saturday,6
Elizabeth Street,2023-02-17 23:00:00+00:00,121,23,Friday,5
Park Street,2023-02-17 23:00:00+00:00,0,23,Friday,5
Market Street,2023-02-17 23:00:00+00:00,838,23,Friday,5
Bridge Street,2023-02-17 23:00:00+00:00,231,23,Friday,5
Bridge Street,2023-02-17 22:00:00+00:00,316,22,Friday,5
Park Street,2023-02-17 22:00:00+00:00,15,22,Friday,5
Elizabeth Street,2023-02-17 22:00:00+00:00,123,22,Friday,5
Market Street,2023-02-17 22:00:00+00:00,1190,22,Friday,5
Park Street,2023-02-12 01:00:00+00:00,34,1,Sunday,0
Market Street,2023-02-12 01:00:00+00:00,294,1,Sunday,0
Elizabeth Street,2023-02-12 01:00:00+00:00,90,1,Sunday,0
Bridge Street,2023-02-12 01:00:00+00:00,81,1,Sunday,0
Park Street,2023-02-12 00:00:00+00:00,19,0,Sunday,0
Bridge Street,2023-02-12 00:00:00+00:00,110,0,Sunday,0
Elizabeth Street,2023-02-12 00:00:00+00:00,110,0,Sunday,0
Market Street,2023-02-12 00:00:00+00:00,557,0,Sunday,0
Park Street,2023-02-11 23:00:00+00:00,0,23,Saturday,6
Market Street,2023-02-11 23:00:00+00:00,849,23,Saturday,6
Elizabeth Street,2023-02-11 23:00:00+00:00,264,23,Saturday,6
Bridge Street,2023-02-11 23:00:00+00:00,228,23,Saturday,6
Market Street,2023-02-11 22:00:00+00:00,1492,22,Saturday,6
Elizabeth Street,2023-02-11 22:00:00+00:00,317,22,Saturday,6
Bridge Street,2023-02-11 22:00:00+00:00,306,22,Saturday,6
Park Street,2023-02-11 22:00:00+00:00,10,22,Saturday,6
Bridge Street,2023-02-11 01:00:00+00:00,101,1,Saturday,6
Market Street,2023-02-11 01:00:00+00:00,226,1,Saturday,6
Elizabeth Street,2023-02-11 01:00:00+00:00,53,1,Saturday,6
Park Street,2023-02-11 01:00:00+00:00,2,1,Saturday,6
Park Street,2023-02-11 00:00:00+00:00,16,0,Saturday,6
Market Street,2023-02-11 00:00:00+00:00,421,0,Saturday,6
Elizabeth Street,2023-02-11 00:00:00+00:00,123,0,Saturday,6
Bridge Street,2023-02-11 00:00:00+00:00,154,0,Saturday,6
Elizabeth Street,2023-02-10 23:00:00+00:00,135,23,Friday,5
Park Street,2023-02-10 23:00:00+00:00,5,23,Friday,5
Market Street,2023-02-10 23:00:00+00:00,653,23,Friday,5
Bridge Street,2023-02-10 23:00:00+00:00,193,23,Friday,5
Park Street,2023-02-10 22:00:00+00:00,22,22,Friday,5
Market Street,2023-02-10 22:00:00+00:00,1277,22,Friday,5
Elizabeth Street,2023-02-10 22:00:00+00:00,296,22,Friday,5
Bridge Street,2023-02-10 22:00:00+00:00,323,22,Friday,5
Park Street,2023-02-05 01:00:00+00:00,418,1,Sunday,0
Market Street,2023-02-05 01:00:00+00:00,288,1,Sunday,0
Elizabeth Street,2023-02-05 01:00:00+00:00,102,1,Sunday,0
Bridge Street,2023-02-05 01:00:00+00:00,96,1,Sunday,0
Park Street,2023-02-05 00:00:00+00:00,654,0,Sunday,0
Elizabeth Street,2023-02-05 00:00:00+00:00,175,0,Sunday,0
Bridge Street,2023-02-05 00:00:00+00:00,186,0,Sunday,0
Market Street,2023-02-05 00:00:00+00:00,657,0,Sunday,0
Bridge Street,2023-02-04 23:00:00+00:00,290,23,Saturday,6
Park Street,2023-02-04 23:00:00+00:00,762,23,Saturday,6
Market Street,2023-02-04 23:00:00+00:00,957,23,Saturday,6
Elizabeth Street,2023-02-04 23:00:00+00:00,287,23,Saturday,6
Elizabeth Street,2023-02-04 22:00:00+00:00,342,22,Saturday,6
Park Street,2023-02-04 22:00:00+00:00,921,22,Saturday,6
Market Street,2023-02-04 22:00:00+00:00,1251,22,Saturday,6
Bridge Street,2023-02-04 22:00:00+00:00,272,22,Saturday,6
Elizabeth Street,2023-02-04 01:00:00+00:00,33,1,Saturday,6
Park Street,2023-02-04 01:00:00+00:00,323,1,Saturday,6
Market Street,2023-02-04 01:00:00+00:00,213,1,Saturday,6
Bridge Street,2023-02-04 01:00:00+00:00,62,1,Saturday,6
Bridge Street,2023-02-04 00:00:00+00:00,180,0,Saturday,6
Park Street,2023-02-04 00:00:00+00:00,352,0,Saturday,6
Elizabeth Street,2023-02-04 00:00:00+00:00,44,0,Saturday,6
Market Street,2023-02-04 00:00:00+00:00,354,0,Saturday,6
Bridge Street,2023-02-03 23:00:00+00:00,216,23,Friday,5
Elizabeth Street,2023-02-03 23:00:00+00:00,133,23,Friday,5
Market Street,2023-02-03 23:00:00+00:00,735,23,Friday,5
Park Street,2023-02-03 23:00:00+00:00,765,23,Friday,5
Bridge Street,2023-02-03 22:00:00+00:00,319,22,Friday,5
Elizabeth Street,2023-02-03 22:00:00+00:00,227,22,Friday,5
Park Street,2023-02-03 22:00:00+00:00,803,22,Friday,5
Market Street,2023-02-03 22:00:00+00:00,1102,22,Friday,5
Elizabeth Street,2023-01-29 01:00:00+00:00,59,1,Sunday,0
Bridge Street,2023-01-29 01:00:00+00:00,112,1,Sunday,0
Market Street,2023-01-29 01:00:00+00:00,250,1,Sunday,0
Park Street,2023-01-29 01:00:00+00:00,378,1,Sunday,0
Bridge Street,2023-01-29 00:00:00+00:00,179,0,Sunday,0
Elizabeth Street,2023-01-29 00:00:00+00:00,66,0,Sunday,0
Market Street,2023-01-29 00:00:00+00:00,488,0,Sunday,0
Park Street,2023-01-29 00:00:00+00:00,541,0,Sunday,0
Bridge Street,2023-01-28 23:00:00+00:00,191,23,Saturday,6
Elizabeth Street,2023-01-28 23:00:00+00:00,114,23,Saturday,6
Market Street,2023-01-28 23:00:00+00:00,762,23,Saturday,6
Park Street,2023-01-28 23:00:00+00:00,584,23,Saturday,6
Market Street,2023-01-28 22:00:00+00:00,1264,22,Saturday,6
Elizabeth Street,2023-01-28 22:00:00+00:00,106,22,Saturday,6
Bridge Street,2023-01-28 22:00:00+00:00,260,22,Saturday,6
Park Street,2023-01-28 22:00:00+00:00,848,22,Saturday,6
Park Street,2023-01-28 01:00:00+00:00,258,1,Saturday,6
Market Street,2023-01-28 01:00:00+00:00,198,1,Saturday,6
