Location_Name,Date,TotalCount,Hour,Day,DayNo
Park Street,2024-04-13 22:00:00+00:00,1374,22,Saturday,6
Market Street,2024-04-13 22:00:00+00:00,1106,22,Saturday,6
Elizabeth Street,2024-04-13 22:00:00+00:00,163,22,Saturday,6
Bridge Street,2024-04-13 22:00:00+00:00,330,22,Saturday,6
Park Street,2024-04-13 01:00:00+00:00,898,1,Saturday,6
Market Street,2024-04-13 01:00:00+00:00,238,1,Saturday,6
Elizabeth Street,2024-04-13 01:00:00+00:00,20,1,Saturday,6
Bridge Street,2024-04-13 01:00:00+00:00,101,1,Saturday,6
Park Street,2024-04-13 00:00:00+00:00,873,0,Saturday,6
Market Street,2024-04-13 00:00:00+00:00,420,0,Saturday,6
Elizabeth Street,2024-04-13 00:00:00+00:00,30,0,Saturday,6
Bridge Street,2024-04-13 00:00:00+00:00,176,0,Saturday,6
Market Street,2024-04-12 23:00:00+00:00,717,23,Friday,5
Elizabeth Street,2024-04-12 23:00:00+00:00,106,23,Friday,5
Bridge Street,2024-04-12 23:00:00+00:00,241,23,Friday,5
Park Street,2024-04-12 23:00:00+00:00,1050,23,Friday,5
Park Street,2024-04-12 22:00:00+00:00,1418,22,Friday,5
Market Street,2024-04-12 22:00:00+00:00,1089,22,Friday,5
Elizabeth Street,2024-04-12 22:00:00+00:00,155,22,Friday,5
Bridge Street,2024-04-12 22:00:00+00:00,293,22,Friday,5
Park Street,2024-04-07 01:00:00+00:00,1402,1,Sunday,0
Market Street,2024-04-07 01:00:00+00:00,319,1,Sunday,0
Elizabeth Street,2024-04-07 01:00:00+00:00,27,1,Sunday,0
Bridge Street,2024-04-07 01:00:00+00:00,103,1,Sunday,0
Park Street,2024-04-07 00:00:00+00:00,1500,0,Sunday,0
Market Street,2024-04-07 00:00:00+00:00,553,0,Sunday,0
Elizabeth Street,2024-04-07 00:00:00+00:00,70,0,Sunday,0
Bridge Street,2024-04-07 00:00:00+00:00,167,0,Sunday,0
Elizabeth Street,2024-04-06 23:00:00+00:00,137,23,Saturday,6
Bridge Street,2024-04-06 23:00:00+00:00,269,23,Saturday,6
Market Street,2024-04-06 23:00:00+00:00,1221,23,Saturday,6
Park Street,2024-04-06 23:00:00+00:00,1334,23,Saturday,6
Park Street,2024-04-06 22:00:00+00:00,1520,22,Saturday,6
Market Street,2024-04-06 22:00:00+00:00,1234,22,Saturday,6
Elizabeth Street,2024-04-06 22:00:00+00:00,143,22,Saturday,6
Bridge Street,2024-04-06 22:00:00+00:00,323,22,Saturday,6
Park Street,2024-04-06 01:00:00+00:00,401,1,Saturday,6
Elizabeth Street,2024-04-06 01:00:00+00:00,0,1,Saturday,6
Bridge Street,2024-04-06 01:00:00+00:00,40,1,Saturday,6
Market Street,2024-04-06 01:00:00+00:00,33,1,Saturday,6
Park Street,2024-04-06 00:00:00+00:00,348,0,Saturday,6
Market Street,2024-04-06 00:00:00+00:00,86,0,Saturday,6
Elizabeth Street,2024-04-06 00:00:00+00:00,9,0,Saturday,6
Bridge Street,2024-04-06 00:00:00+00:00,43,0,Saturday,6
Bridge Street,2024-04-05 23:00:00+00:00,79,23,Friday,5
Park Street,2024-04-05 23:00:00+00:00,492,23,Friday,5
Market Street,2024-04-05 23:00:00+00:00,230,23,Friday,5
Elizabeth Street,2024-04-05 23:00:00+00:00,18,23,Friday,5
Market Street,2024-04-05 22:00:00+00:00,320,22,Friday,5
Bridge Street,2024-04-05 22:00:00+00:00,99,22,Friday,5
Elizabeth Street,2024-04-05 22:00:00+00:00,19,22,Friday,5
Park Street,2024-04-05 22:00:00+00:00,759,22,Friday,5
Park Street,2024-03-31 01:00:00+00:00,1116,1,Sunday,0
Market Street,2024-03-31 01:00:00+00:00,204,1,Sunday,0
Bridge Street,2024-03-31 01:00:00+00:00,69,1,Sunday,0
Elizabeth Street,2024-03-31 01:00:00+00:00,28,1,Sunday,0
Park Street,2024-03-31 00:00:00+00:00,911,0,Sunday,0
Market Street,2024-03-31 00:00:00+00:00,464,0,Sunday,0
Bridge Street,2024-03-31 00:00:00+00:00,158,0,Sunday,0
Elizabeth Street,2024-03-31 00:00:00+00:00,54,0,Sunday,0
Bridge Street,2024-03-30 23:00:00+00:00,242,23,Saturday,6
Elizabeth Street,2024-03-30 23:00:00+00:00,70,23,Saturday,6
Market Street,2024-03-30 23:00:00+00:00,783,23,Saturday,6
Park Street,2024-03-30 23:00:00+00:00,1172,23,Saturday,6
Elizabeth Street,2024-03-30 22:00:00+00:00,126,22,Saturday,6
Park Street,2024-03-30 22:00:00+00:00,2009,22,Saturday,6
Bridge Street,2024-03-30 22:00:00+00:00,260,22,Saturday,6
Market Street,2024-03-30 22:00:00+00:00,1237,22,Saturday,6
Park Street,2024-03-30 01:00:00+00:00,369,1,Saturday,6
Elizabeth Street,2024-03-30 01:00:00+00:00,6,1,Saturday,6
Bridge Street,2024-03-30 01:00:00+00:00,14,1,Saturday,6
Market Street,2024-03-30 01:00:00+00:00,70,1,Saturday,6
Bridge Street,2024-03-30 00:00:00+00:00,14,0,Saturday,6
Park Street,2024-03-30 00:00:00+00:00,560,0,Saturday,6
Elizabeth Street,2024-03-30 00:00:00+00:00,21,0,Saturday,6
Market Street,2024-03-30 00:00:00+00:00,241,0,Saturday,6
Park Street,2024-03-29 23:00:00+00:00,783,23,Friday,5
Elizabeth Street,2024-03-29 23:00:00+00:00,20,23,Friday,5
Bridge Street,2024-03-29 23:00:00+00:00,66,23,Friday,5
Market Street,2024-03-29 23:00:00+00:00,402,23,Friday,5
Park Street,2024-03-29 22:00:00+00:00,1494,22,Friday,5
Market Street,2024-03-29 22:00:00+00:00,750,22,Friday,5
Elizabeth Street,2024-03-29 22:00:00+00:00,95,22,Friday,5
Bridge Street,2024-03-29 22:00:00+00:00,190,22,Friday,5
Elizabeth Street,2024-03-24 01:00:00+00:00,48,1,Sunday,0
Bridge Street,2024-03-24 01:00:00+00:00,91,1,Sunday,0
Park Street,2024-03-24 01:00:00+00:00,1050,1,Sunday,0
Market Street,2024-03-24 01:00:00+00:00,255,1,Sunday,0
Elizabeth Street,2024-03-24 00:00:00+00:00,68,0,Sunday,0
Park Street,2024-03-24 00:00:00+00:00,887,0,Sunday,0
Market Street,2024-03-24 00:00:00+00:00,534,0,Sunday,0
Bridge Street,2024-03-24 00:00:00+00:00,134,0,Sunday,0
Bridge Street,2024-03-23 23:00:00+00:00,241,23,Saturday,6
Park Street,2024-03-23 23:00:00+00:00,1187,23,Saturday,6
Market Street,2024-03-23 23:00:00+00:00,939,23,Saturday,6
Elizabeth Street,2024-03-23 23:00:00+00:00,113,23,Saturday,6
Park Street,2024-03-23 22:00:00+00:00,1431,22,Saturday,6
Market Street,2024-03-23 22:00:00+00:00,1222,22,Saturday,6
Bridge Street,2024-03-23 22:00:00+00:00,347,22,Saturday,6
Elizabeth Street,2024-03-23 22:00:00+00:00,179,22,Saturday,6
Park Street,2024-03-23 01:00:00+00:00,858,1,Saturday,6
Bridge Street,2024-03-23 01:00:00+00:00,117,1,Saturday,6
Market Street,2024-03-23 01:00:00+00:00,257,1,Saturday,6
Elizabeth Street,2024-03-23 01:00:00+00:00,35,1,Saturday,6
Elizabeth Street,2024-03-23 00:00:00+00:00,65,0,Saturday,6
Bridge Street,2024-03-23 00:00:00+00:00,183,0,Saturday,6
Market Street,2024-03-23 00:00:00+00:00,429,0,Saturday,6
Park Street,2024-03-23 00:00:00+00:00,763,0,Saturday,6
Bridge Street,2024-03-22 23:00:00+00:00,287,23,Friday,5
Elizabeth Street,2024-03-22 23:00:00+00:00,66,23,Friday,5
Market Street,2024-03-22 23:00:00+00:00,675,23,Friday,5
Park Street,2024-03-22 23:00:00+00:00,994,23,Friday,5
Elizabeth Street,2024-03-22 22:00:00+00:00,131,22,Friday,5
Bridge Street,2024-03-22 22:00:00+00:00,388,22,Friday,5
Park Street,2024-03-22 22:00:00+00:00,1657,22,Friday,5
Market Street,2024-03-22 22:00:00+00:00,1113,22,Friday,5
Park Street,2024-03-17 01:00:00+00:00,880,1,Sunday,0
Elizabeth Street,2024-03-17 01:00:00+00:00,14,1,Sunday,0
Bridge Street,2024-03-17 01:00:00+00:00,110,1,Sunday,0
Market Street,2024-03-17 01:00:00+00:00,155,1,Sunday,0
Elizabeth Street,2024-03-17 00:00:00+00:00,24,0,Sunday,0
Park Street,2024-03-17 00:00:00+00:00,825,0,Sunday,0
Market Street,2024-03-17 00:00:00+00:00,387,0,Sunday,0
Bridge Street,2024-03-17 00:00:00+00:00,199,0,Sunday,0
Market Street,2024-03-16 23:00:00+00:00,1266,23,Saturday,6
Bridge Street,2024-03-16 23:00:00+00:00,396,23,Saturday,6
Elizabeth Street,2024-03-16 23:00:00+00:00,468,23,Saturday,6
Park Street,2024-03-16 23:00:00+00:00,2248,23,Saturday,6
Bridge Street,2024-03-16 22:00:00+00:00,357,22,Saturday,6
Elizabeth Street,2024-03-16 22:00:00+00:00,307,22,Saturday,6
Market Street,2024-03-16 22:00:00+00:00,1266,22,Saturday,6
Park Street,2024-03-16 22:00:00+00:00,1560,22,Saturday,6
Elizabeth Street,2024-03-16 01:00:00+00:00,32,1,Saturday,6
Market Street,2024-03-16 01:00:00+00:00,237,1,Saturday,6
Park Street,2024-03-16 01:00:00+00:00,772,1,Saturday,6
Bridge Street,2024-03-16 01:00:00+00:00,91,1,Saturday,6
Park Street,2024-03-16 00:00:00+00:00,708,0,Saturday,6
Market Street,2024-03-16 00:00:00+00:00,368,0,Saturday,6
Elizabeth Street,2024-03-16 00:00:00+00:00,47,0,Saturday,6
Bridge Street,2024-03-16 00:00:00+00:00,150,0,Saturday,6
Bridge Street,2024-03-15 23:00:00+00:00,248,23,Friday,5
Elizabeth Street,2024-03-15 23:00:00+00:00,75,23,Friday,5
Market Street,2024-03-15 23:00:00+00:00,634,23,Friday,5
Park Street,2024-03-15 23:00:00+00:00,992,23,Friday,5
Elizabeth Street,2024-03-15 22:00:00+00:00,113,22,Friday,5
Market Street,2024-03-15 22:00:00+00:00,1041,22,Friday,5
Park Street,2024-03-15 22:00:00+00:00,1542,22,Friday,5
Bridge Street,2024-03-15 22:00:00+00:00,378,22,Friday,5
Park Street,2024-03-10 01:00:00+00:00,1059,1,Sunday,0
Bridge Street,2024-03-10 01:00:00+00:00,137,1,Sunday,0
Elizabeth Street,2024-03-10 01:00:00+00:00,19,1,Sunday,0
Market Street,2024-03-10 01:00:00+00:00,295,1,Sunday,0
Market Street,2024-03-10 00:00:00+00:00,723,0,Sunday,0
Elizabeth Street,2024-03-10 00:00:00+00:00,137,0,Sunday,0
Bridge Street,2024-03-10 00:00:00+00:00,193,0,Sunday,0
Park Street,2024-03-10 00:00:00+00:00,883,0,Sunday,0
Bridge Street,2024-03-09 23:00:00+00:00,372,23,Saturday,6
Park Street,2024-03-09 23:00:00+00:00,1066,23,Saturday,6
Elizabeth Street,2024-03-09 23:00:00+00:00,75,23,Saturday,6
Market Street,2024-03-09 23:00:00+00:00,966,23,Saturday,6
Park Street,2024-03-09 22:00:00+00:00,1531,22,Saturday,6
Elizabeth Street,2024-03-09 22:00:00+00:00,177,22,Saturday,6
Bridge Street,2024-03-09 22:00:00+00:00,419,22,Saturday,6
Market Street,2024-03-09 22:00:00+00:00,1505,22,Saturday,6
Park Street,2024-03-09 01:00:00+00:00,923,1,Saturday,6
Market Street,2024-03-09 01:00:00+00:00,262,1,Saturday,6
Elizabeth Street,2024-03-09 01:00:00+00:00,41,1,Saturday,6
Bridge Street,2024-03-09 01:00:00+00:00,96,1,Saturday,6
Park Street,2024-03-09 00:00:00+00:00,711,0,Saturday,6
Market Street,2024-03-09 00:00:00+00:00,507,0,Saturday,6
Bridge Street,2024-03-09 00:00:00+00:00,148,0,Saturday,6
Elizabeth Street,2024-03-09 00:00:00+00:00,61,0,Saturday,6
Bridge Street,2024-03-08 23:00:00+00:00,334,23,Friday,5
Park Street,2024-03-08 23:00:00+00:00,1081,23,Friday,5
Elizabeth Street,2024-03-08 23:00:00+00:00,80,23,Friday,5
Market Street,2024-03-08 23:00:00+00:00,818,23,Friday,5
Elizabeth Street,2024-03-08 22:00:00+00:00,140,22,Friday,5
Market Street,2024-03-08 22:00:00+00:00,1407,22,Friday,5
Park Street,2024-03-08 22:00:00+00:00,1599,22,Friday,5
Bridge Street,2024-03-08 22:00:00+00:00,341,22,Friday,5
Market Street,2024-03-03 01:00:00+00:00,371,1,Sunday,0
Bridge Street,2024-03-03 01:00:00+00:00,115,1,Sunday,0
Park Street,2024-03-03 01:00:00+00:00,1661,1,Sunday,0
Elizabeth Street,2024-03-03 01:00:00+00:00,60,1,Sunday,0
Park Street,2024-03-03 00:00:00+00:00,1579,0,Sunday,0
Market Street,2024-03-03 00:00:00+00:00,611,0,Sunday,0
Elizabeth Street,2024-03-03 00:00:00+00:00,136,0,Sunday,0
Bridge Street,2024-03-03 00:00:00+00:00,206,0,Sunday,0
Bridge Street,2024-03-02 23:00:00+00:00,302,23,Saturday,6
Park Street,2024-03-02 23:00:00+00:00,2052,23,Saturday,6
Market Street,2024-03-02 23:00:00+00:00,992,23,Saturday,6
Elizabeth Street,2024-03-02 23:00:00+00:00,275,23,Saturday,6
Park Street,2024-03-02 22:00:00+00:00,4041,22,Saturday,6
Elizabeth Street,2024-03-02 22:00:00+00:00,324,22,Saturday,6
Bridge Street,2024-03-02 22:00:00+00:00,321,22,Saturday,6
Market Street,2024-03-02 22:00:00+00:00,1172,22,Saturday,6
Park Street,2024-03-02 01:00:00+00:00,943,1,Saturday,6
Market Street,2024-03-02 01:00:00+00:00,189,1,Saturday,6
Elizabeth Street,2024-03-02 01:00:00+00:00,33,1,Saturday,6
Bridge Street,2024-03-02 01:00:00+00:00,74,1,Saturday,6
Park Street,2024-03-02 00:00:00+00:00,826,0,Saturday,6
Market Street,2024-03-02 00:00:00+00:00,436,0,Saturday,6
Elizabeth Street,2024-03-02 00:00:00+00:00,61,0,Saturday,6
Bridge Street,2024-03-02 00:00:00+00:00,173,0,Saturday,6
Park Street,2024-03-01 23:00:00+00:00,966,23,Friday,5
Market Street,2024-03-01 23:00:00+00:00,764,23,Friday,5
Elizabeth Street,2024-03-01 23:00:00+00:00,109,23,Friday,5
Bridge Street,2024-03-01 23:00:00+00:00,314,23,Friday,5
Bridge Street,2024-03-01 22:00:00+00:00,357,22,Friday,5
Elizabeth Street,2024-03-01 22:00:00+00:00,161,22,Friday,5
Park Street,2024-03-01 22:00:00+00:00,1473,22,Friday,5
Market Street,2024-03-01 22:00:00+00:00,1197,22,Friday,5
Elizabeth Street,2024-02-25 01:00:00+00:00,50,1,Sunday,0
Bridge Street,2024-02-25 01:00:00+00:00,166,1,Sunday,0
Market Street,2024-02-25 01:00:00+00:00,329,1,Sunday,0
Park Street,2024-02-25 01:00:00+00:00,1106,1,Sunday,0
Bridge Street,2024-02-25 00:00:00+00:00,239,0,Sunday,0
Park Street,2024-02-25 00:00:00+00:00,1201,0,Sunday,0
Elizabeth Street,2024-02-25 00:00:00+00:00,66,0,Sunday,0
Market Street,2024-02-25 00:00:00+00:00,632,0,Sunday,0
Park Street,2024-02-24 23:00:00+00:00,1065,23,Saturday,6
Market Street,2024-02-24 23:00:00+00:00,833,23,Saturday,6
Elizabeth Street,2024-02-24 23:00:00+00:00,120,23,Saturday,6
Bridge Street,2024-02-24 23:00:00+00:00,272,23,Saturday,6
Park Street,2024-02-24 22:00:00+00:00,1554,22,Saturday,6
Market Street,2024-02-24 22:00:00+00:00,1188,22,Saturday,6
Elizabeth Street,2024-02-24 22:00:00+00:00,149,22,Saturday,6
Bridge Street,2024-02-24 22:00:00+00:00,399,22,Saturday,6
Park Street,2024-02-24 01:00:00+00:00,1114,1,Saturday,6
Market Street,2024-02-24 01:00:00+00:00,322,1,Saturday,6
Elizabeth Street,2024-02-24 01:00:00+00:00,17,1,Saturday,6
Bridge Street,2024-02-24 01:00:00+00:00,74,1,Saturday,6
Elizabeth Street,2024-02-24 00:00:00+00:00,58,0,Saturday,6
Market Street,2024-02-24 00:00:00+00:00,516,0,Saturday,6
Park Street,2024-02-24 00:00:00+00:00,915,0,Saturday,6
Bridge Street,2024-02-24 00:00:00+00:00,116,0,Saturday,6
Park Street,2024-02-23 23:00:00+00:00,961,23,Friday,5
Market Street,2024-02-23 23:00:00+00:00,612,23,Friday,5
Elizabeth Street,2024-02-23 23:00:00+00:00,65,23,Friday,5
Bridge Street,2024-02-23 23:00:00+00:00,216,23,Friday,5
Park Street,2024-02-23 22:00:00+00:00,1445,22,Friday,5
Market Street,2024-02-23 22:00:00+00:00,1040,22,Friday,5
Elizabeth Street,2024-02-23 22:00:00+00:00,140,22,Friday,5
Bridge Street,2024-02-23 22:00:00+00:00,356,22,Friday,5
Park Street,2024-02-18 01:00:00+00:00,1309,1,Sunday,0
Market Street,2024-02-18 01:00:00+00:00,229,1,Sunday,0
Elizabeth Street,2024-02-18 01:00:00+00:00,35,1,Sunday,0
Bridge Street,2024-02-18 01:00:00+00:00,197,1,Sunday,0
Bridge Street,2024-02-18 00:00:00+00:00,156,0,Sunday,0
Elizabeth Street,2024-02-18 00:00:00+00:00,77,0,Sunday,0
Park Street,2024-02-18 00:00:00+00:00,1126,0,Sunday,0
Market Street,2024-02-18 00:00:00+00:00,473,0,Sunday,0
Park Street,2024-02-17 23:00:00+00:00,1080,23,Saturday,6
Elizabeth Street,2024-02-17 23:00:00+00:00,170,23,Saturday,6
Market Street,2024-02-17 23:00:00+00:00,795,23,Saturday,6
Bridge Street,2024-02-17 23:00:00+00:00,335,23,Saturday,6
Elizabeth Street,2024-02-17 22:00:00+00:00,130,22,Saturday,6
Market Street,2024-02-17 22:00:00+00:00,1243,22,Saturday,6
Park Street,2024-02-17 22:00:00+00:00,1648,22,Saturday,6
Bridge Street,2024-02-17 22:00:00+00:00,381,22,Saturday,6
Park Street,2024-02-17 01:00:00+00:00,822,1,Saturday,6
Market Street,2024-02-17 01:00:00+00:00,262,1,Saturday,6
Bridge Street,2024-02-17 01:00:00+00:00,108,1,Saturday,6
Elizabeth Street,2024-02-17 01:00:00+00:00,20,1,Saturday,6
Bridge Street,2024-02-17 00:00:00+00:00,196,0,Saturday,6
Market Street,2024-02-17 00:00:00+00:00,415,0,Saturday,6
Park Street,2024-02-17 00:00:00+00:00,731,0,Saturday,6
Elizabeth Street,2024-02-17 00:00:00+00:00,50,0,Saturday,6
Elizabeth Street,2024-02-16 23:00:00+00:00,71,23,Friday,5
Market Street,2024-02-16 23:00:00+00:00,750,23,Friday,5
Bridge Street,2024-02-16 23:00:00+00:00,260,23,Friday,5
Park Street,2024-02-16 23:00:00+00:00,979,23,Friday,5
Bridge Street,2024-02-16 22:00:00+00:00,330,22,Friday,5
Elizabeth Street,2024-02-16 22:00:00+00:00,147,22,Friday,5
Market Street,2024-02-16 22:00:00+00:00,1067,22,Friday,5
Park Street,2024-02-16 22:00:00+00:00,1456,22,Friday,5
Bridge Street,2024-02-11 01:00:00+00:00,137,1,Sunday,0
Elizabeth Street,2024-02-11 01:00:00+00:00,38,1,Sunday,0
Market Street,2024-02-11 01:00:00+00:00,233,1,Sunday,0
Park Street,2024-02-11 01:00:00+00:00,1417,1,Sunday,0
Elizabeth Street,2024-02-11 00:00:00+00:00,56,0,Sunday,0
Bridge Street,2024-02-11 00:00:00+00:00,250,0,Sunday,0
Park Street,2024-02-11 00:00:00+00:00,1497,0,Sunday,0
Market Street,2024-02-11 00:00:00+00:00,522,0,Sunday,0
Bridge Street,2024-02-10 23:00:00+00:00,369,23,Saturday,6
Elizabeth Street,2024-02-10 23:00:00+00:00,181,23,Saturday,6
Market Street,2024-02-10 23:00:00+00:00,922,23,Saturday,6
Park Street,2024-02-10 23:00:00+00:00,1317,23,Saturday,6
Bridge Street,2024-02-10 22:00:00+00:00,393,22,Saturday,6
Elizabeth Street,2024-02-10 22:00:00+00:00,176,22,Saturday,6
Market Street,2024-02-10 22:00:00+00:00,1268,22,Saturday,6
Park Street,2024-02-10 22:00:00+00:00,2003,22,Saturday,6
Bridge Street,2024-02-10 01:00:00+00:00,89,1,Saturday,6
Market Street,2024-02-10 01:00:00+00:00,119,1,Saturday,6
Park Street,2024-02-10 01:00:00+00:00,751,1,Saturday,6
Elizabeth Street,2024-02-10 01:00:00+00:00,18,1,Saturday,6
Park Street,2024-02-10 00:00:00+00:00,567,0,Saturday,6
Market Street,2024-02-10 00:00:00+00:00,219,0,Saturday,6
Elizabeth Street,2024-02-10 00:00:00+00:00,16,0,Saturday,6
Bridge Street,2024-02-10 00:00:00+00:00,120,0,Saturday,6
Market Street,2024-02-09 23:00:00+00:00,436,23,Friday,5
Park Street,2024-02-09 23:00:00+00:00,790,23,Friday,5
Bridge Street,2024-02-09 23:00:00+00:00,173,23,Friday,5
Elizabeth Street,2024-02-09 23:00:00+00:00,34,23,Friday,5
Park Street,2024-02-09 22:00:00+00:00,1205,22,Friday,5
Bridge Street,2024-02-09 22:00:00+00:00,227,22,Friday,5
Market Street,2024-02-09 22:00:00+00:00,542,22,Friday,5
Elizabeth Street,2024-02-09 22:00:00+00:00,41,22,Friday,5
Bridge Street,2024-02-04 01:00:00+00:00,102,1,Sunday,0
Park Street,2024-02-04 01:00:00+00:00,1018,1,Sunday,0
Market Street,2024-02-04 01:00:00+00:00,190,1,Sunday,0
Elizabeth Street,2024-02-04 01:00:00+00:00,22,1,Sunday,0
Park Street,2024-02-04 00:00:00+00:00,917,0,Sunday,0
Market Street,2024-02-04 00:00:00+00:00,468,0,Sunday,0
Elizabeth Street,2024-02-04 00:00:00+00:00,103,0,Sunday,0
Bridge Street,2024-02-04 00:00:00+00:00,205,0,Sunday,0
Market Street,2024-02-03 23:00:00+00:00,794,23,Saturday,6
Park Street,2024-02-03 23:00:00+00:00,961,23,Saturday,6
Elizabeth Street,2024-02-03 23:00:00+00:00,113,23,Saturday,6
Bridge Street,2024-02-03 23:00:00+00:00,266,23,Saturday,6
Elizabeth Street,2024-02-03 22:00:00+00:00,180,22,Saturday,6
Park Street,2024-02-03 22:00:00+00:00,1428,22,Saturday,6
Market Street,2024-02-03 22:00:00+00:00,1311,22,Saturday,6
Bridge Street,2024-02-03 22:00:00+00:00,355,22,Saturday,6
Park Street,2024-02-03 01:00:00+00:00,777,1,Saturday,6
Market Street,2024-02-03 01:00:00+00:00,212,1,Saturday,6
Elizabeth Street,2024-02-03 01:00:00+00:00,44,1,Saturday,6
Bridge Street,2024-02-03 01:00:00+00:00,97,1,Saturday,6
Park Street,2024-02-03 00:00:00+00:00,748,0,Saturday,6
Market Street,2024-02-03 00:00:00+00:00,383,0,Saturday,6
Elizabeth Street,2024-02-03 00:00:00+00:00,59,0,Saturday,6
Bridge Street,2024-02-03 00:00:00+00:00,148,0,Saturday,6
Bridge Street,2024-02-02 23:00:00+00:00,225,23,Friday,5
Park Street,2024-02-02 23:00:00+00:00,926,23,Friday,5
Market Street,2024-02-02 23:00:00+00:00,640,23,Friday,5
Elizabeth Street,2024-02-02 23:00:00+00:00,85,23,Friday,5
Elizabeth Street,2024-02-02 22:00:00+00:00,103,22,Friday,5
Bridge Street,2024-02-02 22:00:00+00:00,279,22,Friday,5
Park Street,2024-02-02 22:00:00+00:00,1400,22,Friday,5
Market Street,2024-02-02 22:00:00+00:00,958,22,Friday,5
Market Street,2024-01-28 01:00:00+00:00,240,1,Sunday,0
Park Street,2024-01-28 01:00:00+00:00,1008,1,Sunday,0
Bridge Street,2024-01-28 01:00:00+00:00,85,1,Sunday,0
Bridge Street,2024-01-28 00:00:00+00:00,106,0,Sunday,0
Market Street,2024-01-28 00:00:00+00:00,474,0,Sunday,0
Park Street,2024-01-28 00:00:00+00:00,1202,0,Sunday,0
Bridge Street,2024-01-27 23:00:00+00:00,240,23,Saturday,6
Market Street,2024-01-27 23:00:00+00:00,758,23,Saturday,6
Park Street,2024-01-27 23:00:00+00:00,839,23,Saturday,6
Bridge Street,2024-01-27 22:00:00+00:00,321,22,Saturday,6
Market Street,2024-01-27 22:00:00+00:00,984,22,Saturday,6
Park Street,2024-01-27 22:00:00+00:00,1266,22,Saturday,6
Park Street,2024-01-27 01:00:00+00:00,701,1,Saturday,6
Market Street,2024-01-27 01:00:00+00:00,236,1,Saturday,6
Bridge Street,2024-01-27 01:00:00+00:00,68,1,Saturday,6
Market Street,2024-01-27 00:00:00+00:00,372,0,Saturday,6
Park Street,2024-01-27 00:00:00+00:00,606,0,Saturday,6
Bridge Street,2024-01-27 00:00:00+00:00,162,0,Saturday,6
Bridge Street,2024-01-26 23:00:00+00:00,312,23,Friday,5
Market Street,2024-01-26 23:00:00+00:00,626,23,Friday,5
Park Street,2024-01-26 23:00:00+00:00,830,23,Friday,5
Park Street,2024-01-26 22:00:00+00:00,2013,22,Friday,5
Market Street,2024-01-26 22:00:00+00:00,1295,22,Friday,5
Bridge Street,2024-01-26 22:00:00+00:00,960,22,Friday,5
Elizabeth Street,2024-01-21 01:00:00+00:00,48,1,Sunday,0
Bridge Street,2024-01-21 01:00:00+00:00,100,1,Sunday,0
Market Street,2024-01-21 01:00:00+00:00,259,1,Sunday,0
Park Street,2024-01-21 01:00:00+00:00,1103,1,Sunday,0
Park Street,2024-01-21 00:00:00+00:00,823,0,Sunday,0
Elizabeth Street,2024-01-21 00:00:00+00:00,37,0,Sunday,0
Market Street,2024-01-21 00:00:00+00:00,512,0,Sunday,0
Bridge Street,2024-01-21 00:00:00+00:00,179,0,Sunday,0
Park Street,2024-01-20 23:00:00+00:00,1021,23,Saturday,6
Market Street,2024-01-20 23:00:00+00:00,830,23,Saturday,6
Elizabeth Street,2024-01-20 23:00:00+00:00,105,23,Saturday,6
Bridge Street,2024-01-20 23:00:00+00:00,323,23,Saturday,6
Park Street,2024-01-20 22:00:00+00:00,1407,22,Saturday,6
Market Street,2024-01-20 22:00:00+00:00,1202,22,Saturday,6
Elizabeth Street,2024-01-20 22:00:00+00:00,169,22,Saturday,6
Bridge Street,2024-01-20 22:00:00+00:00,313,22,Saturday,6
Park Street,2024-01-20 01:00:00+00:00,649,1,Saturday,6
Bridge Street,2024-01-20 01:00:00+00:00,85,1,Saturday,6
Elizabeth Street,2024-01-20 01:00:00+00:00,34,1,Saturday,6
Market Street,2024-01-20 01:00:00+00:00,221,1,Saturday,6
Market Street,2024-01-20 00:00:00+00:00,637,0,Saturday,6
Bridge Street,2024-01-20 00:00:00+00:00,178,0,Saturday,6
Elizabeth Street,2024-01-20 00:00:00+00:00,47,0,Saturday,6
Park Street,2024-01-20 00:00:00+00:00,797,0,Saturday,6
Park Street,2024-01-19 23:00:00+00:00,999,23,Friday,5
Market Street,2024-01-19 23:00:00+00:00,654,23,Friday,5
Bridge Street,2024-01-19 23:00:00+00:00,276,23,Friday,5
Elizabeth Street,2024-01-19 23:00:00+00:00,69,23,Friday,5
Bridge Street,2024-01-19 22:00:00+00:00,354,22,Friday,5
Elizabeth Street,2024-01-19 22:00:00+00:00,148,22,Friday,5
Market Street,2024-01-19 22:00:00+00:00,1066,22,Friday,5
Park Street,2024-01-19 22:00:00+00:00,1266,22,Friday,5
Park Street,2024-01-14 01:00:00+00:00,974,1,Sunday,0
Elizabeth Street,2024-01-14 01:00:00+00:00,13,1,Sunday,0
Market Street,2024-01-14 01:00:00+00:00,200,1,Sunday,0
Bridge Street,2024-01-14 01:00:00+00:00,79,1,Sunday,0
Park Street,2024-01-14 00:00:00+00:00,1144,0,Sunday,0
Elizabeth Street,2024-01-14 00:00:00+00:00,52,0,Sunday,0
Market Street,2024-01-14 00:00:00+00:00,482,0,Sunday,0
Bridge Street,2024-01-14 00:00:00+00:00,147,0,Sunday,0
Park Street,2024-01-13 23:00:00+00:00,888,23,Saturday,6
Market Street,2024-01-13 23:00:00+00:00,729,23,Saturday,6
